# 表情面板的排布：分组\temoji\t中文名\t英文名，按 Unicode 的 CLDR 顺序（面板就照这个排）
# 由 render-panel.py 从 Unicode emoji-test.txt 生成（Unicode License v3），别手改
# group: Smileys & Emotion
Smileys & Emotion	😧	痛	anguished face
Smileys & Emotion	😨	怕	fearful face
Smileys & Emotion	😰	汗	anxious face with sweat
Smileys & Emotion	😥	失望	sad but relieved face
Smileys & Emotion	😢	哭	crying face
Smileys & Emotion	😭	哭	loudly crying face
Smileys & Emotion	😱	吓死	face screaming in fear
Smileys & Emotion	😖	困惑	confounded face
Smileys & Emotion	😣	专注	persevering face
Smileys & Emotion	😞	失望	disappointed face
Smileys & Emotion	😓	汗	downcast face with sweat
Smileys & Emotion	😩	累	weary face
Smileys & Emotion	😫	累	tired face
Smileys & Emotion	🥱	呵欠	yawning face
Smileys & Emotion	😤	不爽	face with steam from nose
Smileys & Emotion	😡	怒	enraged face
Smileys & Emotion	😠	不爽	angry face
Smileys & Emotion	🤬	脸	face with symbols on mouth
Smileys & Emotion	😈	幻想	smiling face with horns
Smileys & Emotion	👿	幻想	angry face with horns
Smileys & Emotion	💀	头骨	skull
Smileys & Emotion	☠️	skull and crossbones	skull and crossbones
Smileys & Emotion	💩	大便	pile of poo
Smileys & Emotion	🤡	脸	clown face
Smileys & Emotion	👹	吓人	ogre
Smileys & Emotion	👺	妖怪	goblin
Smileys & Emotion	👻	鬼	ghost
Smileys & Emotion	👽	外星	alien
Smileys & Emotion	👾	外星	alien monster
Smileys & Emotion	🤖	怪物	robot
Smileys & Emotion	😺	笑	grinning cat
Smileys & Emotion	😸	笑	grinning cat with smiling eyes
Smileys & Emotion	😹	快乐	cat with tears of joy
Smileys & Emotion	😻	猫	smiling cat with heart-eyes
Smileys & Emotion	😼	奸笑	cat with wry smile
Smileys & Emotion	😽	亲亲	kissing cat
Smileys & Emotion	🙀	惊讶	weary cat
Smileys & Emotion	😿	哭	crying cat
Smileys & Emotion	😾	猫脸	pouting cat
Smileys & Emotion	🙈	别看	see-no-evil monkey
Smileys & Emotion	🙉	堵耳	hear-no-evil monkey
Smileys & Emotion	🙊	捂嘴	speak-no-evil monkey
Smileys & Emotion	💌	情书	love letter
Smileys & Emotion	💘	箭	heart with arrow
Smileys & Emotion	💝	我爱你	heart with ribbon
Smileys & Emotion	💖	激动	sparkling heart
Smileys & Emotion	💗	亲亲	growing heart
Smileys & Emotion	💓	心动	beating heart
Smileys & Emotion	💞	旋转	revolving hearts
Smileys & Emotion	💕	爱情	two hearts
Smileys & Emotion	💟	心	heart decoration
Smileys & Emotion	❣️	heart exclamation	heart exclamation
Smileys & Emotion	💔	伤心	broken heart
Smileys & Emotion	❤️‍🔥	heart on fire	heart on fire
Smileys & Emotion	❤️‍🩹	mending heart	mending heart
Smileys & Emotion	❤️	red heart	red heart
Smileys & Emotion	🩷	心	pink heart
Smileys & Emotion	🧡	橙	orange heart
Smileys & Emotion	💛	黄	yellow heart
Smileys & Emotion	💚	绿	green heart
Smileys & Emotion	💙	蓝	blue heart
Smileys & Emotion	🩵	心	light blue heart
Smileys & Emotion	💜	紫	purple heart
Smileys & Emotion	🤎	心	brown heart
Smileys & Emotion	🖤	心	black heart
Smileys & Emotion	🩶	心	grey heart
Smileys & Emotion	🤍	心	white heart
Smileys & Emotion	💋	唇	kiss mark
Smileys & Emotion	💯	满分	hundred points
Smileys & Emotion	💢	怒	anger symbol
Smileys & Emotion	🫯	争论	fight cloud
Smileys & Emotion	💥	炸	collision
Smileys & Emotion	💫	头晕	dizzy
Smileys & Emotion	💦	汗	sweat droplets
Smileys & Emotion	💨	尾气	dashing away
Smileys & Emotion	🕳️	hole	hole
Smileys & Emotion	💬	发言	speech balloon
Smileys & Emotion	👁️‍🗨️	eye in speech bubble	eye in speech bubble
Smileys & Emotion	🗨️	left speech bubble	left speech bubble
Smileys & Emotion	🗯️	right anger bubble	right anger bubble
Smileys & Emotion	💭	思想	thought balloon
Smileys & Emotion	💤	呼噜	ZZZ
# group: People & Body
People & Body	👋	手	waving hand
People & Body	🤚	手	raised back of hand
People & Body	🖐️	hand with fingers splayed	hand with fingers splayed
People & Body	✋	手	raised hand
People & Body	🖖	手	vulcan salute
People & Body	🫱	右	rightwards hand
People & Body	🫲	左	leftwards hand
People & Body	🫳	手	palm down hand
People & Body	🫴	手	palm up hand
People & Body	🫷	推	leftwards pushing hand
People & Body	🫸	推	rightwards pushing hand
People & Body	👌	OK	OK hand
People & Body	🤌	匮乏	pinched fingers
People & Body	🤏	一点	pinching hand
People & Body	✌️	victory hand	victory hand
People & Body	🤞	手	crossed fingers
People & Body	🫰	手	hand with index finger and thumb crossed
People & Body	🤟	手	love-you gesture
People & Body	🤘	摇滚	sign of the horns
People & Body	🤙	电话	call me hand
People & Body	👈	手	backhand index pointing left
People & Body	👉	手	backhand index pointing right
People & Body	👆	手	backhand index pointing up
People & Body	🖕	中指	middle finger
People & Body	👇	手	backhand index pointing down
People & Body	☝️	index pointing up	index pointing up
People & Body	🫵	指	index pointing at the viewer
People & Body	👍	同意	thumbs up
People & Body	👎	反对	thumbs down
People & Body	🫹	leftwards thumb sign	leftwards thumb sign
People & Body	🫺	rightwards thumb sign	rightwards thumb sign
People & Body	✊	举拳	raised fist
People & Body	👊	拳	oncoming fist
People & Body	🤛	拳头	left-facing fist
People & Body	🤜	拳头	right-facing fist
People & Body	👏	恭喜	clapping hands
People & Body	🙌	手	raising hands
People & Body	🫶	手	heart hands
People & Body	👐	双手	open hands
People & Body	🤲	双掌	palms up together
People & Body	🤝	会面	handshake
People & Body	🙏	合掌	folded hands
People & Body	✍️	writing hand	writing hand
People & Body	💅	护手	nail polish
People & Body	🤳	手机	selfie
People & Body	💪	强壮	flexed biceps
People & Body	🦾	义肢	mechanical arm
People & Body	🦿	腿	mechanical leg
People & Body	🦵	腿	leg
People & Body	🦶	脚	foot
People & Body	👂	耳	ear
People & Body	🦻	听障	ear with hearing aid
People & Body	👃	鼻	nose
People & Body	🧠	脑	brain
People & Body	🫀	中心	anatomical heart
People & Body	🫁	肺	lungs
People & Body	🦷	牙医	tooth
People & Body	🦴	叉骨	bone
People & Body	👀	双眼	eyes
People & Body	👁️	eye	eye
People & Body	👅	舌	tongue
People & Body	👄	嘴	mouth
People & Body	🫦	口红	biting lip
People & Body	👶	孩子	baby
People & Body	🧒	中性	child
People & Body	👦	男	boy
People & Body	👧	女	girl
People & Body	🧑	中性	person
People & Body	👱	人	person: blond hair
People & Body	👨	男	man
People & Body	🧔	人	person: beard
People & Body	🧔‍♂️	man: beard	man: beard
People & Body	🧔‍♀️	woman: beard	woman: beard
People & Body	👨‍🦰	男	man: red hair
People & Body	👨‍🦱	男	man: curly hair
People & Body	👨‍🦳	男	man: white hair
People & Body	👨‍🦲	男	man: bald
People & Body	👩	女	woman
People & Body	👩‍🦰	女	woman: red hair
People & Body	🧑‍🦰	中性	person: red hair
People & Body	👩‍🦱	女	woman: curly hair
People & Body	🧑‍🦱	中性	person: curly hair
People & Body	👩‍🦳	女	woman: white hair
People & Body	🧑‍🦳	中性	person: white hair
People & Body	👩‍🦲	女	woman: bald
People & Body	🧑‍🦲	中性	person: bald
People & Body	👱‍♀️	woman: blond hair	woman: blond hair
People & Body	👱‍♂️	man: blond hair	man: blond hair
People & Body	🧓	中性	older person
People & Body	👴	祖父	old man
People & Body	👵	祖母	old woman
People & Body	🙍	不满	person frowning
People & Body	🙍‍♂️	man frowning	man frowning
People & Body	🙍‍♀️	woman frowning	woman frowning
People & Body	🙎	低落	person pouting
People & Body	🙎‍♂️	man pouting	man pouting
People & Body	🙎‍♀️	woman pouting	woman pouting
People & Body	🙅	手	person gesturing NO
People & Body	🙅‍♂️	man gesturing NO	man gesturing NO
People & Body	🙅‍♀️	woman gesturing NO	woman gesturing NO
People & Body	🙆	手	person gesturing OK
People & Body	🙆‍♂️	man gesturing OK	man gesturing OK
People & Body	🙆‍♀️	woman gesturing OK	woman gesturing OK
People & Body	💁	介绍	person tipping hand
People & Body	💁‍♂️	man tipping hand	man tipping hand
People & Body	💁‍♀️	woman tipping hand	woman tipping hand
People & Body	🙋	手	person raising hand
People & Body	🙋‍♂️	man raising hand	man raising hand
People & Body	🙋‍♀️	woman raising hand	woman raising hand
People & Body	🧏	听力	deaf person
People & Body	🧏‍♂️	deaf man	deaf man
People & Body	🧏‍♀️	deaf woman	deaf woman
People & Body	🙇	冥想	person bowing
People & Body	🙇‍♂️	man bowing	man bowing
People & Body	🙇‍♀️	woman bowing	woman bowing
People & Body	🤦	尴尬	person facepalming
People & Body	🤦‍♂️	man facepalming	man facepalming
People & Body	🤦‍♀️	woman facepalming	woman facepalming
People & Body	🤷	怀疑	person shrugging
People & Body	🤷‍♂️	man shrugging	man shrugging
People & Body	🤷‍♀️	woman shrugging	woman shrugging
People & Body	🧑‍⚕️	health worker	health worker
People & Body	👨‍⚕️	man health worker	man health worker
People & Body	👩‍⚕️	woman health worker	woman health worker
People & Body	🧑‍🎓	学生	student
People & Body	👨‍🎓	男	man student
People & Body	👩‍🎓	女	woman student
People & Body	🧑‍🏫	教师	teacher
People & Body	👨‍🏫	男	man teacher
People & Body	👩‍🏫	女	woman teacher
People & Body	🧑‍⚖️	judge	judge
People & Body	👨‍⚖️	man judge	man judge
People & Body	👩‍⚖️	woman judge	woman judge
People & Body	🧑‍🌾	农民	farmer
People & Body	👨‍🌾	农夫	man farmer
People & Body	👩‍🌾	农妇	woman farmer
People & Body	🧑‍🍳	做饭	cook
People & Body	👨‍🍳	男	man cook
People & Body	👩‍🍳	女	woman cook
People & Body	🧑‍🔧	技工	mechanic
People & Body	👨‍🔧	男	man mechanic
People & Body	👩‍🔧	女	woman mechanic
People & Body	🧑‍🏭	工业	factory worker
People & Body	👨‍🏭	男	man factory worker
People & Body	👩‍🏭	女	woman factory worker
People & Body	🧑‍💼	商人	office worker
People & Body	👨‍💼	男	man office worker
People & Body	👩‍💼	女	woman office worker
People & Body	🧑‍🔬	化学家	scientist
People & Body	👨‍🔬	男	man scientist
People & Body	👩‍🔬	女	woman scientist
People & Body	🧑‍💻	发明	technologist
People & Body	👨‍💻	男	man technologist
People & Body	👩‍💻	女	woman technologist
People & Body	🧑‍🎤	明星	singer
People & Body	👨‍🎤	男	man singer
People & Body	👩‍🎤	女	woman singer
People & Body	🧑‍🎨	画家	artist
People & Body	👨‍🎨	男	man artist
People & Body	👩‍🎨	女	woman artist
People & Body	🧑‍✈️	pilot	pilot
People & Body	👨‍✈️	man pilot	man pilot
People & Body	👩‍✈️	woman pilot	woman pilot
People & Body	🧑‍🚀	火箭	astronaut
People & Body	👨‍🚀	男	man astronaut
People & Body	👩‍🚀	女	woman astronaut
People & Body	🧑‍🚒	消防员	firefighter
People & Body	👨‍🚒	男	man firefighter
People & Body	👩‍🚒	女	woman firefighter
People & Body	👮	交警	police officer
People & Body	👮‍♂️	man police officer	man police officer
People & Body	👮‍♀️	woman police officer	woman police officer
People & Body	🕵️	detective	detective
People & Body	🕵️‍♂️	man detective	man detective
People & Body	🕵️‍♀️	woman detective	woman detective
People & Body	💂	伦敦	guard
People & Body	💂‍♂️	man guard	man guard
People & Body	💂‍♀️	woman guard	woman guard
People & Body	🥷	人物	ninja
People & Body	👷	头盔	construction worker
People & Body	👷‍♂️	man construction worker	man construction worker
People & Body	👷‍♀️	woman construction worker	woman construction worker
People & Body	🫅	君主	person with crown
People & Body	🤴	王子	prince
People & Body	👸	公主	princess
People & Body	👳	头巾	person wearing turban
People & Body	👳‍♂️	man wearing turban	man wearing turban
People & Body	👳‍♀️	woman wearing turban	woman wearing turban
People & Body	👲	人物	person with skullcap
People & Body	🧕	头巾	woman with headscarf
People & Body	🤵	人	person in tuxedo
People & Body	🤵‍♂️	man in tuxedo	man in tuxedo
People & Body	🤵‍♀️	woman in tuxedo	woman in tuxedo
People & Body	👰	人	person with veil
People & Body	👰‍♂️	man with veil	man with veil
People & Body	👰‍♀️	woman with veil	woman with veil
People & Body	🤰	女人	pregnant woman
People & Body	🫃	充满	pregnant man
People & Body	🫄	充满	pregnant person
People & Body	🤱	乳房	breast-feeding
People & Body	👩‍🍼	人物	woman feeding baby
People & Body	👨‍🍼	人物	man feeding baby
People & Body	🧑‍🍼	人	person feeding baby
People & Body	👼	儿童	baby angel
People & Body	🎅	圣诞	Santa Claus
People & Body	🤶	圣诞	Mrs. Claus
People & Body	🧑‍🎄	人	Mx Claus
People & Body	🦸	好人	superhero
People & Body	🦸‍♂️	man superhero	man superhero
People & Body	🦸‍♀️	woman superhero	woman superhero
People & Body	🦹	坏蛋	supervillain
People & Body	🦹‍♂️	man supervillain	man supervillain
People & Body	🦹‍♀️	woman supervillain	woman supervillain
People & Body	🧙	召唤	mage
People & Body	🧙‍♂️	man mage	man mage
People & Body	🧙‍♀️	woman mage	woman mage
People & Body	🧚	仙女	fairy
People & Body	🧚‍♂️	man fairy	man fairy
People & Body	🧚‍♀️	woman fairy	woman fairy
People & Body	🧛	利牙	vampire
People & Body	🧛‍♂️	man vampire	man vampire
People & Body	🧛‍♀️	woman vampire	woman vampire
People & Body	🧜	人鱼	merperson
People & Body	🧜‍♂️	merman	merman
People & Body	🧜‍♀️	mermaid	mermaid
People & Body	🧝	神秘	elf
People & Body	🧝‍♂️	man elf	man elf
People & Body	🧝‍♀️	woman elf	woman elf
People & Body	🧞	奇幻	genie
People & Body	🧞‍♂️	man genie	man genie
People & Body	🧞‍♀️	woman genie	woman genie
People & Body	🧟	僵尸	zombie
People & Body	🧟‍♂️	man zombie	man zombie
People & Body	🧟‍♀️	woman zombie	woman zombie
People & Body	🧌	幻想	troll
People & Body	🫈	多毛	hairy creature
People & Body	💆	头痛	person getting massage
People & Body	💆‍♂️	man getting massage	man getting massage
People & Body	💆‍♀️	woman getting massage	woman getting massage
People & Body	💇	剪头	person getting haircut
People & Body	💇‍♂️	man getting haircut	man getting haircut
People & Body	💇‍♀️	woman getting haircut	woman getting haircut
People & Body	🚶	徒步	person walking
People & Body	🚶‍♂️	man walking	man walking
People & Body	🚶‍♀️	woman walking	woman walking
People & Body	🚶‍➡️	person walking facing right	person walking facing right
People & Body	🚶‍♀️‍➡️	woman walking facing right	woman walking facing right
People & Body	🚶‍♂️‍➡️	man walking facing right	man walking facing right
People & Body	🧍	人物	person standing
People & Body	🧍‍♂️	man standing	man standing
People & Body	🧍‍♀️	woman standing	woman standing
People & Body	🧎	下跪	person kneeling
People & Body	🧎‍♂️	man kneeling	man kneeling
People & Body	🧎‍♀️	woman kneeling	woman kneeling
People & Body	🧎‍➡️	person kneeling facing right	person kneeling facing right
People & Body	🧎‍♀️‍➡️	woman kneeling facing right	woman kneeling facing right
People & Body	🧎‍♂️‍➡️	man kneeling facing right	man kneeling facing right
People & Body	🧑‍🦯	盲	person with white cane
People & Body	🧑‍🦯‍➡️	person with white cane facing right	person with white cane facing right
People & Body	👨‍🦯	男	man with white cane
People & Body	👨‍🦯‍➡️	man with white cane facing right	man with white cane facing right
People & Body	👩‍🦯	女	woman with white cane
People & Body	👩‍🦯‍➡️	woman with white cane facing right	woman with white cane facing right
People & Body	🧑‍🦼	轮椅	person in motorized wheelchair
People & Body	🧑‍🦼‍➡️	person in motorized wheelchair facing right	person in motorized wheelchair facing right
People & Body	👨‍🦼	男	man in motorized wheelchair
People & Body	👨‍🦼‍➡️	man in motorized wheelchair facing right	man in motorized wheelchair facing right
People & Body	👩‍🦼	女	woman in motorized wheelchair
People & Body	👩‍🦼‍➡️	woman in motorized wheelchair facing right	woman in motorized wheelchair facing right
People & Body	🧑‍🦽	轮椅	person in manual wheelchair
People & Body	🧑‍🦽‍➡️	person in manual wheelchair facing right	person in manual wheelchair facing right
People & Body	👨‍🦽	男	man in manual wheelchair
People & Body	👨‍🦽‍➡️	man in manual wheelchair facing right	man in manual wheelchair facing right
People & Body	👩‍🦽	女	woman in manual wheelchair
People & Body	👩‍🦽‍➡️	woman in manual wheelchair facing right	woman in manual wheelchair facing right
People & Body	🏃	匆忙	person running
People & Body	🏃‍♂️	man running	man running
People & Body	🏃‍♀️	woman running	woman running
People & Body	🏃‍➡️	person running facing right	person running facing right
People & Body	🏃‍♀️‍➡️	woman running facing right	woman running facing right
People & Body	🏃‍♂️‍➡️	man running facing right	man running facing right
People & Body	🧑‍🩰	舞者	ballet dancer
People & Body	💃	优雅	woman dancing
People & Body	🕺	男人	man dancing
People & Body	🕴️	person in suit levitating	person in suit levitating
People & Body	👯	同好	people with bunny ears
People & Body	👯‍♂️	men with bunny ears	men with bunny ears
People & Body	👯‍♀️	women with bunny ears	women with bunny ears
People & Body	🧖	放松	person in steamy room
People & Body	🧖‍♂️	man in steamy room	man in steamy room
People & Body	🧖‍♀️	woman in steamy room	woman in steamy room
People & Body	🧗	攀岩	person climbing
People & Body	🧗‍♂️	man climbing	man climbing
People & Body	🧗‍♀️	woman climbing	woman climbing
People & Body	🤺	剑	person fencing
People & Body	🏇	马	horse racing
People & Body	⛷️	skier	skier
People & Body	🏂	雪	snowboarder
People & Body	🏌️	person golfing	person golfing
People & Body	🏌️‍♂️	man golfing	man golfing
People & Body	🏌️‍♀️	woman golfing	woman golfing
People & Body	🏄	冲浪	person surfing
People & Body	🏄‍♂️	man surfing	man surfing
People & Body	🏄‍♀️	woman surfing	woman surfing
People & Body	🚣	划桨	person rowing boat
People & Body	🚣‍♂️	man rowing boat	man rowing boat
People & Body	🚣‍♀️	woman rowing boat	woman rowing boat
People & Body	🏊	游泳	person swimming
People & Body	🏊‍♂️	man swimming	man swimming
People & Body	🏊‍♀️	woman swimming	woman swimming
People & Body	⛹️	person bouncing ball	person bouncing ball
People & Body	⛹️‍♂️	man bouncing ball	man bouncing ball
People & Body	⛹️‍♀️	woman bouncing ball	woman bouncing ball
People & Body	🏋️	person lifting weights	person lifting weights
People & Body	🏋️‍♂️	man lifting weights	man lifting weights
People & Body	🏋️‍♀️	woman lifting weights	woman lifting weights
People & Body	🚴	单车	person biking
People & Body	🚴‍♂️	man biking	man biking
People & Body	🚴‍♀️	woman biking	woman biking
People & Body	🚵	山	person mountain biking
People & Body	🚵‍♂️	man mountain biking	man mountain biking
People & Body	🚵‍♀️	woman mountain biking	woman mountain biking
People & Body	🤸	体操	person cartwheeling
People & Body	🤸‍♂️	man cartwheeling	man cartwheeling
People & Body	🤸‍♀️	woman cartwheeling	woman cartwheeling
People & Body	🤼	体育	people wrestling
People & Body	🤼‍♂️	men wrestling	men wrestling
People & Body	🤼‍♀️	women wrestling	women wrestling
People & Body	🤽	体育	person playing water polo
People & Body	🤽‍♂️	man playing water polo	man playing water polo
People & Body	🤽‍♀️	woman playing water polo	woman playing water polo
People & Body	🤾	球	person playing handball
People & Body	🤾‍♂️	man playing handball	man playing handball
People & Body	🤾‍♀️	woman playing handball	woman playing handball
People & Body	🤹	平衡	person juggling
People & Body	🤹‍♂️	man juggling	man juggling
People & Body	🤹‍♀️	woman juggling	woman juggling
People & Body	🧘	冥想	person in lotus position
People & Body	🧘‍♂️	man in lotus position	man in lotus position
People & Body	🧘‍♀️	woman in lotus position	woman in lotus position
People & Body	🛀	洗澡	person taking bath
People & Body	🛌	入睡	person in bed
People & Body	🧑‍🤝‍🧑	人	people holding hands
People & Body	👭	情侣	women holding hands
People & Body	👫	情侣	woman and man holding hands
People & Body	👬	情侣	men holding hands
People & Body	💏	亲吻	kiss
People & Body	👩‍❤️‍💋‍👨	kiss: woman, man	kiss: woman, man
People & Body	👨‍❤️‍💋‍👨	kiss: man, man	kiss: man, man
People & Body	👩‍❤️‍💋‍👩	kiss: woman, woman	kiss: woman, woman
People & Body	💑	恋爱	couple with heart
People & Body	👩‍❤️‍👨	couple with heart: woman, man	couple with heart: woman, man
People & Body	👨‍❤️‍👨	couple with heart: man, man	couple with heart: man, man
People & Body	👩‍❤️‍👩	couple with heart: woman, woman	couple with heart: woman, woman
People & Body	👨‍👩‍👦	亲子	family: man, woman, boy
People & Body	👨‍👩‍👧	亲子	family: man, woman, girl
People & Body	👨‍👩‍👧‍👦	亲子	family: man, woman, girl, boy
People & Body	👨‍👩‍👦‍👦	亲子	family: man, woman, boy, boy
People & Body	👨‍👩‍👧‍👧	亲子	family: man, woman, girl, girl
People & Body	👨‍👨‍👦	亲子	family: man, man, boy
People & Body	👨‍👨‍👧	亲子	family: man, man, girl
People & Body	👨‍👨‍👧‍👦	亲子	family: man, man, girl, boy
People & Body	👨‍👨‍👦‍👦	亲子	family: man, man, boy, boy
People & Body	👨‍👨‍👧‍👧	亲子	family: man, man, girl, girl
People & Body	👩‍👩‍👦	亲子	family: woman, woman, boy
People & Body	👩‍👩‍👧	亲子	family: woman, woman, girl
People & Body	👩‍👩‍👧‍👦	亲子	family: woman, woman, girl, boy
People & Body	👩‍👩‍👦‍👦	亲子	family: woman, woman, boy, boy
People & Body	👩‍👩‍👧‍👧	亲子	family: woman, woman, girl, girl
People & Body	👨‍👦	亲子	family: man, boy
People & Body	👨‍👦‍👦	亲子	family: man, boy, boy
People & Body	👨‍👧	亲子	family: man, girl
People & Body	👨‍👧‍👦	亲子	family: man, girl, boy
People & Body	👨‍👧‍👧	亲子	family: man, girl, girl
People & Body	👩‍👦	亲子	family: woman, boy
People & Body	👩‍👦‍👦	亲子	family: woman, boy, boy
People & Body	👩‍👧	亲子	family: woman, girl
People & Body	👩‍👧‍👦	亲子	family: woman, girl, boy
People & Body	👩‍👧‍👧	亲子	family: woman, girl, girl
People & Body	🗣️	speaking head	speaking head
People & Body	👤	人像	bust in silhouette
People & Body	👥	剪影	busts in silhouette
People & Body	🫂	再见	people hugging
People & Body	👪	亲子	family
People & Body	🧑‍🧑‍🧒	一孩	family: adult, adult, child
People & Body	🧑‍🧑‍🧒‍🧒	二孩	family: adult, adult, child, child
People & Body	🧑‍🧒	一孩	family: adult, child
People & Body	🧑‍🧒‍🧒	二孩	family: adult, child, child
People & Body	👣	脚印	footprints
People & Body	🫆	侦探	fingerprint
# group: Animals & Nature
Animals & Nature	🐵	猴	monkey face
Animals & Nature	🐒	猴	monkey
Animals & Nature	🦍	动物	gorilla
Animals & Nature	🦧	动物	orangutan
Animals & Nature	🐶	狗	dog face
Animals & Nature	🐕	狗	dog
Animals & Nature	🦮	盲	guide dog
Animals & Nature	🐕‍🦺	犬	service dog
Animals & Nature	🐩	卷毛狗	poodle
Animals & Nature	🐺	狼	wolf
Animals & Nature	🦊	动物	fox
Animals & Nature	🦝	动物	raccoon
Animals & Nature	🐱	猫	cat face
Animals & Nature	🐈	猫	cat
Animals & Nature	🐈‍⬛	猫	black cat
Animals & Nature	🦁	狮子	lion
Animals & Nature	🐯	老虎	tiger face
Animals & Nature	🐅	虎	tiger
Animals & Nature	🐆	豹	leopard
Animals & Nature	🐴	马	horse face
Animals & Nature	🫎	动物	moose
Animals & Nature	🫏	驴	donkey
Animals & Nature	🐎	马	horse
Animals & Nature	🦄	独角兽	unicorn
Animals & Nature	🦓	斑马	zebra
Animals & Nature	🦌	鹿	deer
Animals & Nature	🦬	牛	bison
Animals & Nature	🐮	乳牛	cow face
Animals & Nature	🐂	牛	ox
